ii;nchanges;sparsity;L1;L2;proba;valid;nuns_valid;AE_OS;IF_OS;LOF_OS;AE_IOS;IF_IOS;LOF_IOS;subsequences;subsequences %;times;method;best cf index;order;dataset
88;618.0;1.0;529.12;26.101620639339615;0.9995741248130798;True;;0.3251961167426673;0.216404046539514;0.07182840162439702;0.0;0.0;0.0;3.0;0.009708737864077669;2757.1673130989075;COMTE;0;3;Epilepsy
90;616.0;0.9967637540453075;590.1600000000001;30.18654998505129;0.9989559650421143;True;;0.33298776925615287;0.385564862483369;0.09175912791929221;0.0;0.0;0.0;5.0;0.016181229773462782;2436.059603691101;COMTE;0;3;Epilepsy
91;617.0;0.9983818770226537;540.6800000000001;27.455447546889484;0.9990893602371216;True;;0.5199117016001037;0.26397476288009203;0.053427164766223494;0.0;0.0;0.0;4.0;0.012944983818770227;2673.1236143112183;COMTE;0;3;Epilepsy
92;613.0;0.9919093851132686;627.2900000000001;30.643509916457024;0.9999878406524658;True;;0.6605195385430248;0.3414703723541877;0.03209588872709094;0.0;0.0;0.0;8.0;0.025889967637540454;2427.8318457603455;COMTE;0;3;Epilepsy
93;410.0;0.6634304207119741;458.72999999999996;26.909962839067614;0.9986070990562439;True;;0.429635703584861;0.2587578351748869;0.15062451144757336;0.0;0.0;0.0;4.0;0.012944983818770227;2320.9019520282745;COMTE;0;3;Epilepsy
94;616.0;0.9967637540453075;587.5799999999999;30.240231480595515;0.9999029636383057;True;;0.48958579479397607;0.5139032027568993;0.10800272622270041;0.0;0.0;0.0;5.0;0.016181229773462782;3647.5287702083588;COMTE;0;3;Epilepsy
96;412.0;0.6666666666666666;393.26;24.131025672357985;0.9999744892120361;True;;0.6915171175336184;0.3953442143379441;0.03603160450150413;0.0;0.0;0.0;2.0;0.006472491909385114;2857.981087207794;COMTE;0;3;Epilepsy
98;615.0;0.9951456310679612;501.62000000000006;25.617595515582646;0.999772846698761;True;;0.4521977227898866;0.0581551357272925;0.014204496128811727;0.0;0.0;0.0;6.0;0.019417475728155338;2716.8092608451843;COMTE;0;3;Epilepsy
99;615.0;0.9951456310679612;649.87;30.988864128909274;0.9998948574066162;True;;0.48469688281409157;0.2986381180117089;0.03410408022066204;0.0;0.0;0.0;6.0;0.019417475728155338;2870.0642504692078;COMTE;0;3;Epilepsy
101;616.0;0.9967637540453075;646.63;31.68783836111261;0.999265730381012;True;;0.43253939770949656;0.33570284949230633;0.04402725808921786;0.0;0.0;0.0;5.0;0.016181229773462782;2712.5363535881042;COMTE;0;3;Epilepsy
102;616.0;0.9967637540453075;671.24;33.74704727824347;0.999265730381012;True;;0.43253939770949656;0.33570284949230633;0.04402725808921786;0.0;0.0;0.0;5.0;0.016181229773462782;2448.5768151283264;COMTE;0;3;Epilepsy
103;616.0;0.9967637540453075;671.99;32.78794443084226;0.999265730381012;True;;0.43253939770949656;0.33570284949230633;0.04402725808921786;0.0;0.0;0.0;5.0;0.016181229773462782;2664.229148387909;COMTE;0;3;Epilepsy
104;407.0;0.6585760517799353;285.69;17.248104243655302;0.9907207489013672;True;;0.7303456410544089;0.508396795157519;0.16084857935876956;0.12766905651163707;0.16282549858979728;0.0;7.0;0.022653721682847898;2734.3101851940155;COMTE;0;3;Epilepsy
105;614.0;0.9935275080906149;450.51;23.80092225103893;0.998375415802002;True;;0.35983254814087917;0.06571542932687637;0.045955355690109875;0.0;0.0;0.0;7.0;0.022653721682847898;2634.833373785019;COMTE;0;3;Epilepsy
106;411.0;0.6650485436893204;381.49;23.250081720286495;0.9860754609107971;True;;0.5178709941210802;0.38555019943788027;0.12580109570433068;0.0;0.0;0.0;3.0;0.009708737864077669;2873.5870451927185;COMTE;0;3;Epilepsy
107;617.0;0.9983818770226537;569.85;28.17179263021791;0.9995741248130798;True;;0.3251961167426673;0.216404046539514;0.07182840162439702;0.0;0.0;0.0;4.0;0.012944983818770227;2467.4347636699677;COMTE;0;3;Epilepsy
108;411.0;0.6650485436893204;388.31;23.399929487073244;0.9999196529388428;True;;0.6721427817711504;0.5128290524278118;0.3997564535025539;0.049842372479312114;0.07900097488706814;0.34594344929106774;3.0;0.009708737864077669;1683.1467595100403;COMTE;0;3;Epilepsy
110;410.0;0.6634304207119741;250.01;14.799550668854781;0.9998413324356079;True;;0.580779280611223;0.345039874302204;0.0350966552857579;0.10237286142198965;0.0;0.0;4.0;0.012944983818770227;1729.9366862773895;COMTE;0;3;Epilepsy
112;204.0;0.3300970873786408;166.12;14.751501618479388;0.999725878238678;True;;0.47807965909668765;0.3015403336683649;0.08999679976717788;0.0;0.0;0.0;3.0;0.009708737864077669;1675.0433549880981;COMTE;0;3;Epilepsy
113;410.0;0.6634304207119741;296.72;18.417562270832697;0.9940102100372314;True;;0.6982471436504916;0.3134150953039978;0.19429494406843167;0.15981172407223354;0.0;0.15770754122748953;3.0;0.009708737864077669;1665.4789471626282;COMTE;0;3;Epilepsy
114;618.0;1.0;504.40999999999997;25.819967079762126;0.9993877410888672;True;;0.5426422045421346;0.40716060967813095;0.26745834741076424;0.0;0.09481286388597798;0.22910713498588992;3.0;0.009708737864077669;1677.013486623764;COMTE;0;3;Epilepsy
116;613.0;0.9919093851132686;528.24;26.497735752324196;0.9996329545974731;True;;0.6252780993701638;0.43481796954238233;0.35136892025321165;0.11226684340133863;0.13143113036353704;0.3154870948368821;8.0;0.025889967637540454;1670.2769985198975;COMTE;0;3;Epilepsy
117;411.0;0.6650485436893204;313.98;18.25369551625095;0.9991766810417175;True;;0.7869898589720427;0.3211857640201992;0.004726114370310661;0.11130916497790344;0.17043333315962242;0.0;3.0;0.009708737864077669;1667.0585713386536;COMTE;0;3;Epilepsy
118;205.0;0.33171521035598706;186.57999999999998;16.0103216707223;0.9999452829360962;True;;0.4170778431112038;0.4224846372571379;0.07772983369288901;0.0;0.0;0.0;2.0;0.006472491909385114;1664.9789423942566;COMTE;0;3;Epilepsy
120;206.0;0.3333333333333333;201.63;17.982016016008885;0.9998325109481812;True;;0.37205934909055005;0.33729353864193967;0.07385986154991683;0.019156525839076344;0.0;0.0;1.0;0.003236245954692557;1672.667645931244;COMTE;0;3;Epilepsy
122;205.0;0.33171521035598706;213.64;18.921807524652607;0.9998633861541748;True;;0.38296678811707907;0.2683249873855864;0.07338922368097996;0.0;0.0;0.0;2.0;0.006472491909385114;1669.0738642215729;COMTE;0;3;Epilepsy
124;615.0;0.9951456310679612;378.84000000000003;20.16196419002871;0.9980922341346741;True;;0.4313151895680119;0.17437586715858164;0.01564822631722542;0.0;0.0;0.010708455801980842;6.0;0.019417475728155338;2440.5165514945984;COMTE;0;3;Epilepsy
125;617.0;0.9983818770226537;349.43;17.506207470494573;0.999106228351593;True;;0.38521503052480294;0.08222626057592707;0.03352149140836638;0.0;0.03583358016967451;0.013552418368461588;4.0;0.012944983818770227;2398.2618713378906;COMTE;0;3;Epilepsy
126;410.0;0.6634304207119741;253.9;15.561458800510959;0.995749831199646;True;;0.327180786186996;0.20634118523013417;0.027089257984815495;0.0;0.0;0.0;3.0;0.009708737864077669;2462.5356788635254;COMTE;0;3;Epilepsy
127;412.0;0.6666666666666666;241.51;14.493436445508706;0.999862551689148;True;;0.5830497643640705;0.3407394734090871;0.034522073940631136;0.14307902146101442;0.0;0.0;2.0;0.006472491909385114;2358.5813999176025;COMTE;0;3;Epilepsy
128;412.0;0.6666666666666666;388.84000000000003;23.932241850691717;0.9999978542327881;True;;0.8022990078605062;0.55144186821316;0.6379056154717277;0.20007006390434479;8.125936999692218e-05;0.44009948445080355;2.0;0.006472491909385114;2325.5800223350525;COMTE;0;3;Epilepsy
132;412.0;0.6666666666666666;337.77;20.351390615876845;0.9992341995239258;True;;0.7644634901001877;0.3629941653971793;0.2804565794394533;0.2765881740688458;0.053751260138185264;0.24747050339759358;2.0;0.006472491909385114;2406.1004469394684;COMTE;0;3;Epilepsy
134;411.0;0.6650485436893204;259.41;16.70814472046493;0.998364269733429;True;;0.5337582545345584;0.20898317200617472;0.028091594713542663;0.0;0.01954648908043416;0.010509476222389454;3.0;0.009708737864077669;2396.475419998169;COMTE;0;3;Epilepsy
135;205.0;0.33171521035598706;141.32999999999998;11.301614928849771;0.9984667301177979;True;;0.485632513933205;0.16792768856670198;0.03091999814438644;0.0;0.0;0.0;2.0;0.006472491909385114;2372.779321670532;COMTE;0;3;Epilepsy
136;204.0;0.3300970873786408;212.13;18.90903223330057;0.9998844861984253;True;;0.37708088906400206;0.25272814998440724;0.07458879688259538;0.0;0.0;0.0;2.0;0.006472491909385114;2894.3556654453278;COMTE;0;3;Epilepsy
137;411.0;0.6650485436893204;326.89;19.656518002942434;0.9989307522773743;True;;0.7944422302547789;0.3659111335785412;0.26976685111878784;0.26629915537536575;0.07177062706838533;0.22005595428668767;3.0;0.009708737864077669;2416.4818530082703;COMTE;0;3;Epilepsy
2;163.0;0.26375404530744334;141.91920000000005;13.339016515470702;0.5239632725715637;True;;0.509569901282174;0.15409459741980427;0.005523005961088111;0.06752303956527728;0.05560223802604938;0.0;6.0;0.019417475728155338;1108.1968610286713;DiscoX;0;4;Epilepsy
3;;;;;;False;;;;;;;;;;1251.6844317913055;DiscoX;0;4;Epilepsy
5;;;;;;False;;;;;;;;;;1139.016877412796;DiscoX;0;4;Epilepsy
8;82.0;0.13268608414239483;64.7504;8.344303752860391;0.5032448768615723;True;;0.7556011025578763;0.22378563753900466;0.017088916794534413;0.0;0.0;0.0;3.0;0.009708737864077669;1513.4827704429626;DiscoX;0;4;Epilepsy
9;;;;;;False;;;;;;;;;;1327.486135482788;DiscoX;0;4;Epilepsy
10;173.0;0.27993527508090615;43.22560000000001;4.234537160068383;0.4747616946697235;True;;0.3824966839585546;0.13332872028083534;0.016106183330877412;0.0;0.012681607481233745;0.0;30.0;0.0970873786407767;1670.7018811702728;DiscoX;0;4;Epilepsy
11;170.0;0.2750809061488673;169.62300000000008;14.30989697097782;0.5341840982437134;True;;0.40864985164562456;0.29288290743383993;0.008467977314396767;0.10941410387345785;0.002685369099590107;0.0;5.0;0.016181229773462782;945.5597097873688;DiscoX;0;4;Epilepsy
13;;;;;;False;;;;;;;;;;2325.0865914821625;DiscoX;0;4;Epilepsy
14;;;;;;False;;;;;;;;;;1625.015700340271;DiscoX;0;4;Epilepsy
15;;;;;;False;;;;;;;;;;2499.0940117836;DiscoX;0;4;Epilepsy
16;159.0;0.25728155339805825;134.30000000000007;12.192251637823102;0.4959762990474701;True;;0.5902486014434192;0.13946842953405095;0.014638726139197833;0.1159312506998913;0.0729908298250269;0.0;4.0;0.012944983818770227;973.9863948822021;DiscoX;0;4;Epilepsy
17;;;;;;False;;;;;;;;;;2699.8218924999237;DiscoX;0;4;Epilepsy
19;110.0;0.1779935275080906;112.36000000000004;11.31870133893461;0.3429577052593231;True;;0.36637514706963803;0.3079288477498456;0.0292562667591006;0.011405773640520978;0.11193428711540232;0.002370292961319024;3.0;0.009708737864077669;1098.9556365013123;DiscoX;0;4;Epilepsy
20;;;;;;False;;;;;;;;;;1463.4450221061707;DiscoX;0;4;Epilepsy
21;84.0;0.13592233009708737;110.61000000000004;14.854073515369452;0.44100698828697205;True;;0.7938890502528678;0.36911761309727414;0.13362885001091285;0.08278749109682715;0.07225810919782089;0.07472493197027408;2.0;0.006472491909385114;291.26459670066833;DiscoX;0;4;Epilepsy
22;93.0;0.15048543689320387;89.10000000000005;10.67895125937;0.4987807273864746;True;;0.6455060374061116;0.35882454252516177;0.019058274592404275;0.0;0.0;0.0;2.0;0.006472491909385114;1076.5198328495026;DiscoX;0;4;Epilepsy
23;194.0;0.313915857605178;7.651600000000016;1.7920626049332093;0.49578148126602173;True;;0.39065842340533663;0.16553012669662173;0.019464593831765208;0.0;0.0;0.0028820148863225835;113.0;0.3656957928802589;1250.9349620342255;DiscoX;0;4;Epilepsy
24;97.0;0.156957928802589;87.98440000000004;10.47221598707743;0.5197365283966064;True;;0.5654319804890549;0.31593340596891967;0.013508167746521839;0.0;0.0;0.0;3.0;0.009708737864077669;669.3468334674835;DiscoX;0;4;Epilepsy
26;165.0;0.2669902912621359;137.84160000000006;12.355390894666188;0.4750120937824249;True;;0.5579214028496832;0.4254839749854234;0.12136822934613249;0.08129532263538097;0.07789572622386104;0.043185793294912816;3.0;0.009708737864077669;852.4213914871216;DiscoX;0;4;Epilepsy
29;;;;;;False;;;;;;;;;;1012.7506287097931;DiscoX;0;4;Epilepsy
30;;;;;;False;;;;;;;;;;1273.1537520885468;DiscoX;0;4;Epilepsy
31;152.0;0.2459546925566343;125.22240000000005;12.833875174708538;0.47455692291259766;True;;0.37138062603347677;0.052664935937833904;0.01722262797887611;0.0;0.0;0.0;27.0;0.08737864077669903;998.6488213539124;DiscoX;0;4;Epilepsy
32;;;;;;False;;;;;;;;;;1798.2223172187805;DiscoX;0;4;Epilepsy
34;;;;;;False;;;;;;;;;;733.7513666152954;DiscoX;0;4;Epilepsy
36;279.0;0.45145631067961167;211.60000000000008;18.041459807898036;0.5108814239501953;True;;0.41872586273624773;0.054542050749178464;0.015021472354133376;0.13126630544929602;0.0;0.0;91.0;0.29449838187702265;279.38523602485657;DiscoX;0;4;Epilepsy
37;;;;;;False;;;;;;;;;;1662.5106236934662;DiscoX;0;4;Epilepsy
38;;;;;;False;;;;;;;;;;1780.123995065689;DiscoX;0;4;Epilepsy
39;151.0;0.24433656957928804;118.99860000000001;9.975931914362688;0.5180290341377258;True;;0.47478057243722066;-0.001322408132665451;0.010565061068244236;0.14244792302833403;0.0;0.0;7.0;0.022653721682847898;293.3590669631958;DiscoX;0;4;Epilepsy
40;;;;;;False;;;;;;;;;;959.9517965316772;DiscoX;0;4;Epilepsy
41;196.0;0.31715210355987056;272.1900000000001;21.228440828285066;0.5181242823600769;True;;0.44946570449713286;0.0522786595813506;0.00196129719454143;0.0;0.0;0.0;2.0;0.006472491909385114;474.8518011569977;DiscoX;0;4;Epilepsy
42;;;;;;False;;;;;;;;;;1307.2982416152954;DiscoX;0;4;Epilepsy
